0,memantin,0.605
0,rgh,0.363
1,gil,0.293
1,mkgh,0.283
1,subluksasyonlu,0.283
2,epitel,0.321
2,postenfeksiyöz,0.259
3,katlanmak,0.592
4,dalga,0.321
4,diurnal,0.305
4,hba1c,0.489
4,varyasyon,0.283
5,ltsk,0.372
5,oküler,0.272
5,paag,0.326
6,bengal,0.271
6,gözyaşı,0.317
6,kırmak,0.335
6,rose,0.271
7,gat,0.364
7,tonopen,0.553
8,alet,0.617
9,basamak,0.39
9,cerrahi,0.279
9,pediatrik,0.35
10,algoritma,0.373
10,db,0.396
10,fp,0.32
10,ft,0.32
10,ss,0.32
11,indüklemek,0.507
12,gib,0.367
12,tonometrik,0.439
13,foveal,0.585
13,grup,0.374
14,fi,0.679
15,enjeksiyon,0.511
15,mmhg,0.441
16,ay,0.274
16,bilateral,0.326
16,kısa,0.27
16,smk,0.405
16,unilateral,0.301
17,kalın,0.35
17,kornea,0.317
17,up,0.309
17,µm,0.373
18,hafta,0.461
18,incelmek,0.345
18,skk,0.419
19,halka,0.514
19,kapsül,0.435
20,astigmatizma,0.489
20,gevşemek,0.361
20,kesi,0.313
20,limbal,0.389
21,descemet,0.441
21,fakotrabekülektomi,0.441
21,pançı,0.441
22,torsional,0.608
23,laser,0.459
23,maküla,0.32
24,ameliyat,0.415
24,dgk,0.266
24,ei,0.246
25,molteno,0.394
25,pars,0.365
25,plan,0.288
26,gib,0.232
26,mmc,0.334
26,mmhg,0.355
26,nvg,0.232
26,trab,0.25
27,ameliyat,0.338
27,glokom,0.369
27,mmhg,0.428
28,ameliyat,0.362
28,düzen,0.344
28,grup,0.301
29,astigmatizma,0.358
29,katarakt,0.331
29,korneal,0.322
29,yaş,0.417
30,gelişim,0.342
30,katarakt,0.348
30,makul,0.294
30,subkapsüler,0.326
30,vta,0.326
31,dejenerasyon,0.394
31,disk,0.372
31,optik,0.377
32,enjekte,0.337
32,flep,0.271
32,hiyalüronat,0.337
32,skleral,0.271
33,au,0.287
33,göz,0.314
33,kalın,0.284
33,rslt,0.441
34,nbg,0.462
35,anket,0.379
35,modifiye,0.379
36,gib,0.391
36,mkk,0.547
37,gat,0.377
37,pdkt,0.502
37,skk,0.404
38,dkt,0.497
38,gat,0.47
39,ay,0.264
39,enjeksiyon,0.303
39,gib,0.261
39,vta,0.362
40,fakik,0.578
40,psödofakik,0.578
41,ameliyat,0.467
41,ay,0.371
41,grup,0.337
42,cisim,0.245
42,lens,0.356
42,uyum,0.416
43,akomodatif,0.365
43,hareket,0.293
44,lens,0.444
44,mgi,0.371
45,baskın,0.243
45,lens,0.291
45,monovizyon,0.243
45,presbiyopinin,0.243
46,cup,0.264
46,disk,0.29
46,optik,0.264
46,rim,0.245
46,sinir,0.276
47,grup,0.414
47,rslk,0.335
48,glokom,0.3
48,işlem,0.279
48,mmhg,0.399
48,tsdlsd,0.328
49,opa,0.603
50,görmek,0.325
50,keskin,0.244
50,logmar,0.278
50,memnuniyet,0.354
50,yakın,0.271
51,bağ,0.237
51,lens,0.234
51,olgu,0.282
51,uygulamak,0.233
52,kapsülotomi,0.513
52,lazer,0.346
52,nd,0.326
52,yag,0.314
53,birey,0.287
53,ra,0.392
53,topografi,0.273
53,çukur,0.294
54,bakiye,0.358
54,nükleus,0.358
55,arterit,0.294
55,fundus,0.294
55,gözde,0.26
55,takayasu,0.294
56,iris,0.243
56,kist,0.486
57,keratit,0.45
58,kom,0.359
58,komplikasyon,0.43
58,media,0.249
58,otitis,0.269
59,materyal,0.463
59,otogreft,0.34
59,sığır,0.272
60,destrüktif,0.301
60,hastalık,0.351
60,ogh,0.301
61,frontal,0.373
61,kolesteatom,0.355
61,sinüs,0.481
62,dördüncü,0.38
62,ornitin,0.364
63,kafa,0.265
63,sağkalım,0.555
63,taban,0.246
64,bölge,0.432
64,parafaringeal,0.477
65,bölge,0.222
65,shl,0.307
65,sınır,0.368
66,fibröz,0.263
66,kemik,0.311
66,orijin,0.279
66,transformasyon,0.3
67,ahi,0.374
67,apne,0.328
67,upf,0.299
68,kafa,0.305
68,lokalizasyon,0.283
68,nâdir,0.234
68,taban,0.283
69,koanal,0.606
69,taraf,0.296
70,boyun,0.409
70,dyhk,0.328
70,lenf,0.279
70,metastaz,0.258
70,rekürrens,0.246
71,nazal,0.395
71,nitrofurazon,0.325
71,tampon,0.376
72,hemifasyal,0.518
73,boyun,0.527
73,metastaz,0.465
74,glomus,0.609
74,jugulare,0.277
75,akustik,0.259
75,mrg,0.309
75,olgu,0.297
75,tümör,0.263
76,ad,0.393
76,pbn,0.339
77,larenjektomi,0.414
77,parsiyel,0.391
78,kültür,0.489
78,tonsil,0.322
79,frey,0.545
80,dil,0.417
80,kıl,0.351
80,sigara,0.325
81,ght,0.39
81,lezyon,0.285
82,meslek,0.341
82,ses,0.513
83,kulak,0.351
83,manevra,0.714
84,burun,0.374
84,halitozis,0.315
85,parotis,0.508
86,eviserasyon,0.324
86,internal,0.271
86,subperikondrial,0.3
86,zaman,0.231
87,şikâyet,0.453
88,kronik,0.303
88,sinüzit,0.508
89,lezyon,0.51
89,okülomotor,0.418
90,antrokoanal,0.329
90,polip,0.412
90,sinüs,0.248
90,transkanin,0.247
91,eğri,0.326
91,septum,0.489
92,gizli,0.604
93,fenestra,0.412
93,hz,0.286
93,teknik,0.327
94,antijen,0.407
94,boğaz,0.465
94,hız,0.364
95,epinefrin,0.377
95,paratonsiller,0.377
96,frontal,0.485
96,reses,0.332
97,gözlem,0.414
97,hasta,0.35
98,bölge,0.223
98,doku,0.223
98,kitle,0.258
99,ağız,0.295
99,semptom,0.393
99,tuas,0.47
100,as,0.49
101,ses,0.723
102,işitmek,0.322
102,rsvn,0.428
102,vertigo,0.375
103,engel,0.452
103,işitmek,0.419
104,at,0.307
104,ataksi,0.307
105,ekstranodal,0.264
105,hipofarenks,0.264
105,nhl,0.396
105,tutulum,0.318
106,konka,0.426
106,piyosel,0.306
107,mermi,0.271
107,silâh,0.271
107,yaralamak,0.341
108,gürültü,0.558
109,fort,0.351
109,le,0.351
109,yaklaşım,0.352
110,hacim,0.26
110,nazal,0.361
111,tampon,0.553
112,nazal,0.361
112,pozisyon,0.529
113,ijvt,0.349
113,spontan,0.306
114,anjioödem,0.642
115,tiroid,0.544
116,tiroid,0.555
117,ca,0.229
117,cea,0.264
117,östradiol,0.352
117,östron,0.264
118,membran,0.308
118,periton,0.343
118,yapışık,0.392
119,biyopsi,0.365
119,rezidü,0.56
119,sınır,0.306
120,izlem,0.724
121,açık,0.237
121,kar,0.55
122,gelişmek,0.355
122,komplikasyon,0.372
122,risk,0.311
123,herni,0.401
123,nüks,0.435
123,onarım,0.379
124,anjiogenik,0.388
124,antianjiogenik,0.259
125,iyi,0.297
125,melatonin,0.526
125,yara,0.281
126,enteral,0.291
126,grup,0.31
126,kopmak,0.314
126,kuvvet,0.275
126,yara,0.281
127,bırakmak,0.408
127,civar,0.335
127,doku,0.409
128,enstrüman,0.241
128,kolesistektomi,0.362
128,laparoskopik,0.269
128,minisite,0.26
128,teknik,0.367
129,deprem,0.411
129,mortalite,0.392
130,aksilla,0.464
130,sln,0.516
131,ab,0.29
131,kestirim,0.193
131,lezyon,0.305
132,evre,0.338
132,pcna,0.305
132,tümör,0.371
133,idrar,0.376
133,pge2,0.406
134,laparoskopik,0.545
134,onarım,0.453
135,ngd,0.672
136,hyaluronik,0.265
136,metilen,0.332
136,selüloz,0.265
137,nekroz,0.54
137,pankreatik,0.462
138,d2,0.335
138,lenf,0.4
138,mide,0.316
139,anal,0.702
139,fissürlü,0.39
140,fasyası,0.282
140,gergin,0.262
140,hernilerin,0.227
140,taraf,0.276
140,ventral,0.282
141,nfeksiyon,0.539
141,nki,0.508
142,anastomoz,0.378
142,kaçak,0.401
142,stapler,0.345
143,inguinal,0.259
143,polipropilen,0.283
143,yama,0.471
144,kalite,0.469
144,yaşam,0.424
145,izlem,0.691
146,tümör,0.531
147,hücre,0.36
147,karaciğer,0.316
147,nk,0.314
147,tümör,0.304
148,bar,0.277
148,kolon,0.43
148,peg,0.321
149,açık,0.241
149,stres,0.32
149,yanıt,0.231
150,damar,0.293
150,yaralamak,0.56
151,bölge,0.269
152,akciğer,0.317
152,bar,0.317
152,hasar,0.278
152,mikrovasküler,0.34
152,permeabilite,0.272
153,bakteriyel,0.292
153,basınç,0.291
153,mmhg,0.304
153,translokasyon,0.386
154,akut,0.307
154,apandisit,0.514
154,ga,0.307
154,us,0.369
155,akut,0.299
155,apandisit,0.351
155,bt,0.326
155,kontrast,0.251
155,spiral,0.333
156,adrenalektomi,0.274
156,kortikal,0.366
156,preoperatif,0.334
157,herni,0.313
157,insizyonel,0.314
157,nüks,0.247
157,onarım,0.339
158,anestezi,0.428
158,kaudal,0.418
159,boyana,0.201
159,dextroz,0.201
159,grup,0.331
159,hepatamin,0.201
159,karaciğer,0.283
159,ratlar,0.308
160,hak,0.278
160,hoşnut,0.287
160,onam,0.359
161,faktör,0.244
161,morbiditeye,0.284
161,pankreatit,0.378
162,kanal,0.459
162,koledok,0.486
162,çap,0.415
163,cerrah,0.246
163,hastane,0.237
163,herni,0.393
163,inguinal,0.227
164,yayın,0.397
165,kolesistektomi,0.254
165,leh,0.282
165,lk,0.364
165,travma,0.228
166,kitle,0.254
166,tek,0.238
166,test,0.444
166,özgül,0.244
167,acil,0.472
167,elektif,0.472
168,drenaj,0.301
168,kaviter,0.359
168,kist,0.361
169,bar,0.308
169,bt,0.359
169,no,0.31
169,obstrüksiyon,0.282
170,kar,0.415
170,mesh,0.406
170,yapışık,0.348
171,bar,0.293
171,sialoadenektomi,0.367
171,tpn,0.293
172,grup,0.41
172,no,0.445
173,bakım,0.312
173,politravmatize,0.327
173,travma,0.246
173,yoğun,0.327
174,ngs,0.553
174,sinüzit,0.33
175,apr,0.435
175,sağkalım,0.457
176,aksiller,0.234
176,biyopsi,0.266
176,lenf,0.317
176,sln,0.408
177,cerrah,0.406
177,prosedür,0.498
178,denek,0.314
178,kan,0.294
178,solüsyon,0.314
178,şok,0.408
179,kanser,0.346
179,organ,0.307
179,ülke,0.338
180,korozif,0.481
180,madde,0.484
181,bar,0.264
181,invaginasyon,0.397
181,invaginasyona,0.238
181,tanı,0.247
182,onarım,0.434
182,yama,0.404
183,ca,0.229
183,cea,0.264
183,östradiol,0.352
183,östron,0.264
184,membran,0.308
184,periton,0.343
184,yapışık,0.392
185,biyopsi,0.365
185,rezidü,0.56
185,sınır,0.306
186,izlem,0.724
187,açık,0.237
187,kar,0.55
188,gelişmek,0.355
188,komplikasyon,0.372
188,risk,0.311
189,herni,0.401
189,nüks,0.435
189,onarım,0.379
190,kanser,0.431
190,korumak,0.41
191,angiogenezis,0.486
191,bez,0.383
191,lenf,0.356
192,aksiller,0.299
192,meme,0.338
192,sln,0.523
193,bilier,0.554
193,kolanjiografi,0.431
194,ayarlamak,0.234
194,band,0.312
194,hasta,0.29
194,mide,0.253
194,morbid,0.234
194,silikon,0.234
195,grup,0.226
195,mekanik,0.227
195,peg,0.273
195,temiz,0.559
196,endemik,0.428
196,guatr,0.441
197,guatr,0.451
197,supresyon,0.308
197,tiroksin,0.385
198,aksilla,0.271
198,angiogenesis,0.287
198,faz,0.287
198,gösterge,0.298
198,tümör,0.3
199,parsiyel,0.274
199,pilonidal,0.417
199,sinüs,0.314
