0,antioksidan,0.339
0,antosiyanidinler,0.346
0,şeker,0.381
1,pek,0.439
2,ay,0.253
2,fıstık,0.424
3,balık,0.407
3,et,0.362
4,ferment,0.264
4,süt,0.33
4,çecek,0.216
5,çözelti,0.525
6,edn,0.709
7,fasulye,0.5
7,rhizobium,0.479
8,bakteri,0.225
8,ferment,0.212
8,fonksiyonel,0.384
8,lb,0.255
8,probiyotik,0.256
8,ürün,0.234
9,maltrin,0.297
9,morfolojik,0.248
9,şıra,0.275
10,derişim,0.413
10,gliserin,0.377
11,akrilamid,0.643
12,bitki,0.339
12,nitrat,0.301
12,toplamak,0.308
13,antimikrobiyal,0.24
13,bakteri,0.237
13,dk,0.187
13,inhibitör,0.266
13,inkübasyon,0.196
13,ph,0.195
14,helva,0.459
14,tahin,0.367
15,antimikrobiyal,0.242
15,bakteri,0.279
15,dk,0.189
15,inhibitör,0.269
15,inkübasyon,0.198
15,ph,0.197
16,fauna,0.197
16,kitle,0.206
16,mücadele,0.302
16,proje,0.229
16,tarım,0.223
16,trichogramma,0.296
16,tür,0.232
17,böcek,0.206
17,mücadele,0.325
17,proje,0.295
17,tarım,0.32
17,zarar,0.2
18,ekmek,0.555
18,organik,0.49
19,etki,0.232
19,propolis,0.517
19,çözünmek,0.243
20,marker,0.205
20,orijin,0.224
20,zeytinyağı,0.392
20,çeşit,0.291
21,helva,0.468
21,tahin,0.374
22,antioksidan,0.562
23,katalaz,0.415
23,kinetik,0.307
24,peynir,0.462
24,süt,0.31
25,amin,0.53
25,biyojen,0.561
26,kapari,0.534
26,tomurcuk,0.445
27,eşit,0.341
27,sumak,0.518
28,et,0.326
28,gam,0.308
29,asit,0.166
29,folat,0.608
29,folik,0.282
30,but,0.288
30,by,0.394
30,grup,0.348
31,o157,0.293
31,tavuk,0.439
32,fındık,0.66
32,mikrodalga,0.352
33,michiganensis,0.37
33,pv,0.257
34,arpa,0.754
35,atık,0.589
36,berrak,0.348
36,bulanık,0.469
37,bitki,0.265
37,enzim,0.476
38,enzim,0.421
39,ayrım,0.277
39,gc,0.257
39,kromatografi,0.289
39,teknik,0.326
40,aflatoksin,0.491
40,peynir,0.453
41,anne,0.534
41,yağ,0.318
42,histamin,0.748
43,balık,0.532
43,protein,0.375
44,biyodizel,0.525
44,katalizör,0.453
45,domates,0.452
45,küp,0.39
46,lezzet,0.34
46,mandarin,0.541
47,glukoz,0.484
48,mikrobiyolojik,0.423
49,aktarım,0.309
49,fan,0.412
49,fırın,0.466
50,gaz,0.322
50,sistem,0.326
50,tayin,0.347
51,bakteriyosinlerin,0.289
51,enterococcus,0.443
51,enterosin,0.361
52,aydınlatmak,0.237
52,fosil,0.237
52,petrol,0.237
52,solvent,0.33
52,üretim,0.242
53,otolizi,0.393
53,şarap,0.493
54,direnç,0.395
54,dna,0.307
54,plazmit,0.407
55,blok,0.415
55,tamamlamak,0.385
56,kashk,0.709
57,kurumak,0.45
58,muz,0.587
59,hasar,0.401
59,süne,0.458
60,sabun,0.357
60,yağ,0.331
61,sabun,0.357
61,yağ,0.331
62,sofra,0.475
62,zeytin,0.593
63,fagopyrum,0.333
63,karabuğday,0.555
64,nitrat,0.432
64,nitrit,0.36
65,harç,0.395
65,kaplama,0.307
66,fenolik,0.352
66,maydanoz,0.28
66,nane,0.28
67,hamur,0.421
67,pandispanya,0.468
68,lerin,0.346
68,nm,0.437
68,toksisite,0.327
69,durulmak,0.419
69,yardımcı,0.331
69,şarap,0.331
70,bakteri,0.304
70,laktik,0.307
70,proteomik,0.266
70,suşların,0.266
71,ozon,0.471
71,pirinç,0.563
72,antepfıstığı,0.37
72,eşit,0.349
73,acı,0.275
73,fenol,0.335
73,malaksör,0.297
74,ekmek,0.498
74,gluten,0.372
75,çöven,0.597
76,bileşik,0.357
76,organik,0.27
76,uçmak,0.289
77,enzim,0.283
77,hidrojen,0.272
77,katalaz,0.226
77,oksidaz,0.35
78,lerin,0.342
78,nov,0.461
79,tohum,0.791
80,antifungal,0.282
80,eep,0.515
80,küf,0.257
81,absorbans,0.281
81,kendiliğinden,0.246
81,pnp,0.374
81,pnpp,0.281
82,pestisit,0.342
82,zeytin,0.438
83,hurma,0.729
84,antihipertensif,0.383
84,biyoaktif,0.231
84,hipertansiyon,0.267
84,peptitlerin,0.267
85,glukozamin,0.283
85,kitosan,0.393
86,soğuk,0.36
86,sterilizasyon,0.34
87,köfte,0.511
87,samsun,0.397
88,madde,0.366
88,renk,0.529
89,aroma,0.323
89,selcen,0.294
89,şarap,0.442
90,probiyotik,0.362
90,öğrenci,0.661
91,glukoz,0.364
91,mm,0.291
91,pigment,0.41
92,pasta,0.434
92,tatlı,0.503
93,ekstraksiyonunda,0.502
93,ultrases,0.379
94,probiyotik,0.514
95,havyar,0.619
96,fenolik,0.288
96,incir,0.68
97,so2,0.564
98,date,0.286
98,donmak,0.293
98,guar,0.286
98,tip,0.342
99,elektroplazmoliz,0.371
99,havuç,0.4
99,kar,0.351
100,kurumak,0.485
100,ozmotik,0.556
101,biyoaktif,0.421
101,fermantasyon,0.28
101,proses,0.273
102,digliserit,0.632
102,yağ,0.449
103,temel,0.383
103,tohum,0.307
103,yağ,0.281
104,doz,0.332
104,örnek,0.321
104,ışınlamak,0.364
105,mayşe,0.342
105,şarap,0.579
106,balık,0.439
106,köfte,0.29
106,soğan,0.27
106,usul,0.27
107,kalıntı,0.364
107,nitrit,0.377
107,salam,0.362
107,sucuk,0.391
108,açlık,0.36
108,gıda,0.298
108,yaklaşım,0.271
109,biyokoruyucu,0.232
109,küf,0.309
109,laktik,0.248
109,may,0.227
110,donmak,0.523
111,lif,0.543
111,yoğurt,0.392
112,balık,0.27
112,yem,0.378
113,ep,0.442
113,portakal,0.465
114,rakı,0.542
114,uçmak,0.344
115,pul,0.801
116,distilasyon,0.276
116,membran,0.384
117,gıda,0.372
117,ışın,0.526
118,ajan,0.244
118,aminoasit,0.284
118,proteolitik,0.379
118,proteolize,0.244
119,asit,0.327
119,fenol,0.422
120,kek,0.575
121,bal,0.477
121,iletken,0.327
121,çam,0.327
122,adet,0.737
123,casei,0.377
123,ferment,0.29
124,omik,0.613
124,teknoloji,0.254
125,nanoteknoloji,0.49
126,böcek,0.241
126,deodorizasyon,0.362
126,sıcak,0.219
126,uzak,0.221
126,yağ,0.264
127,safran,0.629
128,balkabağı,0.377
128,donmak,0.269
128,kurumak,0.233
128,toz,0.284
129,indeks,0.397
129,keçi,0.367
129,peynir,0.379
129,süt,0.424
130,zeytin,0.629
131,sarımsak,0.623
132,maillard,0.321
132,reaksiyon,0.451
132,ısıl,0.345
133,beslemek,0.246
133,eşek,0.327
133,süt,0.409
134,ayran,0.582
135,aşama,0.24
135,doğramak,0.249
135,et,0.308
135,masa,0.249
135,yüzey,0.24
136,limon,0.282
137,köpük,0.578
137,yumurta,0.379
138,iz,0.536
138,işlemek,0.466
139,akrilamid,0.291
139,aşama,0.268
139,risk,0.499
140,plazma,0.77
141,gıda,0.359
141,proteomiks,0.331
142,içerik,0.642
143,infüzyonu,0.297
143,ozmotik,0.331
143,pancar,0.396
143,şeker,0.312
144,aroma,0.388
144,muz,0.573
145,zeytinyağı,0.473
145,çeşni,0.427
146,tarhana,0.372
147,log,0.564
147,minci,0.289
147,sp,0.268
148,kek,0.564
149,enzim,0.293
149,meyve,0.304
150,numune,0.552
151,dekontaminasyon,0.499
152,kaşar,0.29
152,rennet,0.27
152,taklit,0.335
153,pg,0.458
154,zeytinyağı,0.539
155,mineral,0.479
155,simit,0.638
156,analiz,0.411
156,kalibrasyon,0.324
156,nir,0.324
157,peynir,0.627
158,ilâve,0.433
158,nt,0.441
158,ps,0.378
159,hamsi,0.355
159,pişirmek,0.464
159,ızgara,0.33
160,cmc,0.33
160,date,0.33
160,gam,0.416
160,guar,0.33
161,dolaz,0.439
161,içerik,0.445
161,peynir,0.421
162,siyah,0.485
162,yeşil,0.45
163,jelâtin,0.651
164,filtrasyon,0.377
164,işlem,0.353
164,kızarmak,0.454
165,gıda,0.257
165,muhafaza,0.289
165,ses,0.276
165,ultrasonik,0.257
166,polar,0.286
166,restoran,0.265
167,kalsiyum,0.417
167,karbonat,0.57
168,pfo,0.528
169,ohmik,0.443
169,ısıtmak,0.519
170,meyve,0.296
170,sebze,0.331
170,vaks,0.327
171,emülgatör,0.19
171,kitosan,0.284
171,kitosanın,0.284
171,ürün,0.262
172,dezenfektan,0.571
172,elektroliz,0.343
173,küf,0.262
173,peynir,0.413
174,pfo,0.364
174,substratı,0.277
174,zeytin,0.297
175,haşlamak,0.514
175,nitrat,0.472
176,domates,0.545
177,ozon,0.604
178,ayran,0.521
178,enzim,0.435
179,ultrason,0.475
180,muhafaza,0.523
180,teknoloji,0.291
181,çinko,0.58
182,kekik,0.412
182,zeytinyağı,0.458
182,çeşni,0.432
183,izoenzim,0.774
184,ellajik,0.394
184,nâr,0.432
184,su,0.36
185,but,0.392
185,et,0.599
186,pas,0.572
186,yoğurt,0.571
187,gluten,0.637
188,gdo,0.503
188,genetik,0.404
189,antibiyotik,0.291
189,direnç,0.361
189,enterokokların,0.465
190,bileşen,0.308
190,deve,0.359
190,diken,0.359
191,birikim,0.231
191,gamay,0.231
191,karotenoit,0.215
191,süre,0.199
191,uygulamak,0.278
192,coli,0.316
192,hamburger,0.39
192,kgy,0.46
193,asit,0.297
193,hasat,0.379
194,dizi,0.471
195,radikal,0.443
195,serbest,0.395
196,uçmak,0.42
196,zeytinyağı,0.546
197,dielektrik,0.6
198,doymak,0.226
198,kekik,0.35
198,yem,0.219
199,bakteriyosinler,0.271
199,gereksinim,0.238
199,toplu,0.252
