0,ilerlemek,0.35
0,iyi,0.35
1,sanat,0.685
2,laik,0.757
3,polemik,0.686
4,li,0.521
5,doğal,0.268
5,kıyı,0.413
5,potansiyel,0.327
6,kent,0.399
6,kimlik,0.237
7,avrupa,0.3
7,doğu,0.474
8,roman,0.595
9,açıklama,0.354
9,sosyoloji,0.284
10,savaş,0.46
10,suç,0.387
11,oryantalizm,0.517
11,şark,0.489
12,filoloji,0.563
12,klâsik,0.272
12,öğrenim,0.237
13,kararname,0.248
13,monarşi,0.248
13,seçim,0.347
14,kavram,0.487
15,ilerlemek,0.35
15,iyi,0.35
16,öğretmen,0.402
17,dernek,0.396
17,sosyolojik,0.337
18,roma,0.514
18,takvim,0.584
19,agh,0.444
19,algılamak,0.247
19,din,0.34
20,roman,0.595
21,doğal,0.268
21,kıyı,0.413
21,potansiyel,0.327
22,laik,0.757
23,imge,0.337
23,stanbul,0.537
24,dünya,0.21
24,savaş,0.447
25,orientalism,0.357
25,said,0.332
26,söylem,0.288
26,the,0.41
27,avrupaî,0.247
27,bürokrasi,0.247
27,hukukî,0.23
27,osmanlı,0.205
27,yavaş,0.247
28,prens,0.502
28,sabahattin,0.502
29,hizmet,0.274
29,kültürel,0.245
29,sosyal,0.342
30,anarşizm,0.38
30,doğa,0.275
31,bürokrat,0.173
31,dönem,0.218
31,erişirgil,0.196
31,milletvekili,0.182
31,yakın,0.183
32,bm,0.292
32,dünya,0.319
32,savaş,0.292
33,sputnik,0.36
34,asker,0.445
34,savaş,0.44
35,bilgi,0.375
35,modern,0.347
35,osmanlı,0.416
36,metafizik,0.469
37,objektif,0.316
37,tarih,0.426
38,ilerlemek,0.463
38,toplum,0.339
39,imparator,0.246
39,kronik,0.272
39,theophanes,0.39
40,edebiyat,0.598
41,kurum,0.225
41,modern,0.304
41,mühendishane,0.219
41,teknik,0.215
41,uzman,0.204
42,yoksul,0.613
43,kongre,0.643
44,ütopya,0.455
45,ideoloji,0.28
45,jön,0.25
45,tarih,0.289
46,vergi,0.855
47,konferans,0.262
47,parti,0.45
48,yazın,0.519
48,örgüt,0.34
49,hipotez,0.387
49,kuşak,0.456
50,rusya,0.46
50,türk,0.328
51,nternet,0.46
51,sözlük,0.68
52,polis,0.614
53,araştırmak,0.258
53,arkadaş,0.245
53,ergen,0.278
53,nicel,0.245
53,nitel,0.327
54,bdp,0.333
54,kürt,0.416
55,bauman,0.462
55,iktidar,0.413
56,yaş,0.686
57,akıl,0.436
57,kavram,0.407
58,beden,0.414
58,engel,0.368
58,norm,0.348
59,peter,0.412
60,haber,0.385
60,sağlık,0.547
61,doğa,0.63
62,bilim,0.272
62,bilimsel,0.343
62,değişmek,0.281
63,kent,0.6
63,üniversite,0.413
64,oyun,0.776
65,habermas,0.58
66,mekân,0.616
67,köy,0.608
68,bellek,0.44
68,televizyon,0.647
69,tin,0.51
70,fail,0.376
70,yaş,0.57
71,modern,0.627
72,bulgaristan,0.561
72,vatandaş,0.451
73,tek,0.381
74,serbest,0.757
75,küresel,0.265
75,politika,0.26
75,çokkültürcü,0.274
76,kadın,0.429
76,sorun,0.373
76,televizyon,0.378
77,aile,0.497
77,kadın,0.236
77,tanrı,0.257
77,toprak,0.217
78,mekân,0.569
79,pozitivist,0.257
79,siyaset,0.451
80,ermenistan,0.306
80,göç,0.369
80,göçmen,0.344
80,ülke,0.365
81,politika,0.317
81,siyaset,0.317
81,özal,0.467
82,dizi,0.322
82,tarz,0.464
82,yaşam,0.324
83,teori,0.419
83,voegelin,0.474
84,davranmak,0.367
84,kadın,0.38
85,dünya,0.36
85,evre,0.198
85,gösterge,0.243
85,küresel,0.193
85,modern,0.207
85,sanal,0.198
86,bourdieu,0.374
86,hiyerarşi,0.336
87,köy,0.287
87,tarım,0.574
88,boş,0.248
88,imkân,0.299
88,nüfus,0.299
88,tüketim,0.292
88,ömür,0.248
89,iktidar,0.504
89,pozitivist,0.425
89,siyaset,0.405
90,modernizm,0.402
90,top,0.499
91,bourdieu,0.493
91,sermaye,0.411
92,bourdieu,0.322
92,habitus,0.222
92,koşul,0.245
92,çözmek,0.222
93,bourdieu,0.416
93,erkin,0.265
93,katmak,0.247
93,simgesel,0.265
94,bourdieu,0.386
94,teori,0.467
95,bourdieu,0.307
95,sosyoloji,0.397
96,avrupa,0.34
96,doğu,0.43
97,gazete,0.286
97,haber,0.277
97,inşa,0.275
97,kimlik,0.278
97,söylem,0.317
97,şarkiyat,0.307
98,ayvalık,0.553
98,nüfus,0.525
99,ayvalık,0.403
99,şehir,0.492
100,ütopya,0.488
101,morris,0.5
101,ütopya,0.422
102,kent,0.443
102,ütopya,0.479
103,beden,0.613
103,modulor,0.26
104,canlı,0.213
104,ideal,0.372
104,yoğun,0.225
105,hayy,0.484
105,yakzan,0.387
106,fakülte,0.394
107,kavram,0.458
107,küresellesme,0.397
108,karşı,0.433
109,ardından,0.335
109,genel,0.349
109,sosyoloji,0.381
110,sosyolog,0.508
111,pozitivizm,0.477
112,literatür,0.238
112,seküler,0.43
112,vermek,0.238
113,osmanlı,0.496
114,boyut,0.446
115,din,0.505
116,köy,0.434
116,takip,0.313
117,bilgi,0.612
117,sistem,0.241
118,bölüm,0.341
118,politika,0.445
118,sosyal,0.357
119,sosyometrinin,0.652
120,eser,0.28
121,eser,0.311
121,sosyoloji,0.308
121,yazmak,0.421
122,eser,0.424
122,gökalp,0.455
123,bey,0.533
123,sabahattin,0.533
124,eser,0.321
124,hilmi,0.294
124,ziya,0.259
125,kıvılcım,0.64
126,bölüm,0.215
126,cemil,0.317
126,düşünce,0.212
126,meriç,0.476
127,sosyoloji,0.374
127,top,0.481
128,kıray,0.515
129,baykan,0.547
129,sezer,0.518
130,mardin,0.486
130,öncü,0.285
131,cangızbay,0.595
132,bağlam,0.357
132,güvenç,0.377
133,art,0.228
133,dernek,0.245
133,sosyoloji,0.315
134,bildiri,0.398
134,kongre,0.497
135,sosyoloji,0.445
135,stanbul,0.544
136,ii,0.26
136,sentez,0.349
137,mektep,0.528
137,sıbyan,0.385
138,tekke,0.507
139,eğitim,0.503
139,literatür,0.452
140,gayrimüslim,0.481
140,gerekmek,0.357
141,okul,0.474
141,yabancı,0.412
142,abdülhamid,0.29
142,araştırmak,0.323
142,dönem,0.269
142,yeni,0.266
143,aydınlar,0.256
143,rusya,0.364
143,türk,0.288
144,eğitim,0.51
144,tarih,0.43
145,darülfünun,0.321
145,yüksek,0.296
145,özerk,0.285
145,üniversite,0.317
146,eksik,0.24
146,eğitim,0.288
146,halk,0.293
146,köy,0.286
147,din,0.415
147,eğitim,0.329
148,eğitim,0.37
148,çalışmak,0.383
149,yetişmek,0.376
149,öğretmen,0.376
150,öğretmen,0.447
151,dergi,0.668
152,eğitim,0.282
152,hatıra,0.383
153,arşiv,0.459
153,kaynak,0.418
154,medeniyet,0.283
154,müfredat,0.489
155,medrese,0.697
156,eğitim,0.446
157,efendi,0.309
157,emrullah,0.309
157,maarif,0.391
158,bakan,0.359
158,mil,0.359
159,ergin,0.484
159,saha,0.242
160,beraber,0.357
160,öğretim,0.349
161,baltacıoğlu,0.633
161,eğitim,0.461
162,eser,0.312
162,maarif,0.289
162,nezaret,0.343
163,kent,0.442
163,yenilemek,0.423
164,aşırı,0.334
164,iyi,0.33
164,çocuk,0.431
165,meslek,0.716
166,intihar,0.61
167,kamp,0.347
167,sığınmacı,0.322
168,marka,0.671
169,dizi,0.554
169,izlemek,0.299
170,tarz,0.603
171,hane,0.498
171,misafir,0.589
172,aile,0.572
172,hanehalkı,0.32
172,tip,0.374
173,özellik,0.539
174,kadın,0.299
174,sözlü,0.351
174,sıradan,0.313
174,tarih,0.336
175,kredi,0.681
176,karşılaşmak,0.638
177,adet,0.424
178,duymak,0.307
178,finansal,0.443
178,ihtiyaç,0.295
179,baykan,0.408
180,davranmak,0.432
180,kadın,0.357
181,evli,0.269
181,eşinmek,0.269
181,uyum,0.399
182,kaza,0.545
182,yaş,0.345
183,karşılaşmak,0.638
184,giyim,0.215
184,giymek,0.215
184,giysi,0.215
184,moda,0.378
184,öğrenci,0.286
184,üniversite,0.214
185,marka,0.399
185,mobilya,0.378
185,semt,0.482
186,işbirliği,0.538
187,forma,0.699
187,memnun,0.492
188,aile,0.338
188,meslekî,0.263
188,rol,0.371
189,aile,0.259
189,çocuk,0.31
190,ngiltere,0.449
190,sığınmacı,0.348
190,sığınmak,0.279
190,ülke,0.357
191,çingene,0.6
192,anne,0.453
192,çocuk,0.472
193,çatışmak,0.483
193,çocuk,0.43
194,saldırı,0.56
195,şiddet,0.63
196,bilim,0.2
196,ilişkin,0.208
196,modernite,0.313
197,hareket,0.358
197,sosyal,0.377
197,sınıf,0.428
198,güven,0.295
198,sermaye,0.463
199,genç,0.505
199,refah,0.38
200,sosyoloji,0.45
201,cemaat,0.648
202,kimlik,0.51
202,tire,0.404
203,amerikan,0.318
203,sosyoloji,0.327
204,bilim,0.499
204,eleştiri,0.366
205,modern,0.601
206,sivil,0.587
207,suç,0.555
208,hastalık,0.485
208,sapan,0.449
209,gasp,0.618
210,nternet,0.614
211,spor,0.468
212,frankfurt,0.4
212,okul,0.424
213,boş,0.719
213,zaman,0.383
214,futbol,0.57
215,edebiyat,0.728
216,estetik,0.368
216,kurgulamak,0.302
216,toplum,0.295
217,ölüm,0.705
218,tüketim,0.426
219,tütengil,0.616
220,dilbilim,0.613
221,ders,0.266
221,din,0.241
221,iktidar,0.327
221,kitap,0.31
222,estetik,0.516
222,roman,0.536
223,eylem,0.356
223,insan,0.379
224,bilgi,0.308
224,empirik,0.309
224,sosyoloji,0.268
224,yöntem,0.276
225,socius,0.583
226,burjuva,0.423
226,seçkin,0.212
226,toplum,0.206
227,kuruluş,0.461
227,teori,0.446
228,kent,0.61
229,antalya,0.308
229,kent,0.358
229,merkez,0.329
230,kadın,0.517
231,proje,0.429
231,siyasal,0.372
232,işadamı,0.492
232,yahudi,0.492
233,teknoloji,0.518
233,öğrenci,0.302
234,düşünce,0.372
234,islamcı,0.431
235,sivil,0.463
235,örgüt,0.606
236,futbol,0.283
236,oyun,0.256
236,spor,0.283
236,taraftar,0.405
237,aile,0.338
237,eşit,0.404
238,kent,0.264
238,tasarım,0.423
239,demokratik,0.463
239,öğrenci,0.38
240,blok,0.334
240,gramsci,0.441
240,sivil,0.447
241,marx,0.433
241,weber,0.346
242,tarım,0.625
243,reklâm,0.437
243,televizyon,0.368
244,hastalık,0.753
245,intihar,0.904
246,sokak,0.536
246,çocuk,0.534
247,enformasyon,0.357
247,küresel,0.329
247,yakalamak,0.256
