0,oturmak,0.687
1,kazık,0.569
2,formülasyon,0.303
2,tekil,0.318
3,kazık,0.411
3,yatay,0.411
4,kazık,0.451
4,yük,0.407
5,analiz,0.268
5,zemin,0.303
5,çivi,0.28
6,ankara,0.225
6,avantaj,0.216
6,istasyon,0.209
6,metro,0.235
6,nitelik,0.225
6,şartname,0.235
7,dolayısı,0.298
7,nümerik,0.298
7,tünel,0.422
8,depolamak,0.349
8,tank,0.581
9,güç,0.402
9,taşımak,0.405
9,teorik,0.385
10,ankastre,0.389
10,kabul,0.377
11,granüler,0.309
11,stabilize,0.309
12,kazık,0.429
12,sıvı,0.539
13,kazık,0.39
13,zemin,0.355
14,şerit,0.416
14,şev,0.581
15,sıvı,0.533
16,donatı,0.254
16,duvar,0.283
16,istinat,0.464
17,dilmek,0.324
17,makina,0.324
17,turba,0.324
18,makine,0.35
18,titreşim,0.568
19,kazık,0.411
19,taguchi,0.411
20,elastik,0.284
20,modül,0.305
20,zemin,0.422
21,meer,0.295
21,sinir,0.28
21,taş,0.259
21,van,0.295
22,gyfc,0.385
22,çc,0.257
23,ağ,0.339
23,sinir,0.423
23,yapay,0.294
24,tecrübe,0.307
24,üye,0.307
25,baraj,0.391
25,fonksiyon,0.2
25,germek,0.195
25,kemer,0.26
26,agrega,0.333
26,diyatomit,0.34
26,hafif,0.373
27,bağlantı,0.416
27,makas,0.373
27,pim,0.402
28,dingil,0.316
28,sayı,0.386
28,üstyapı,0.256
29,model,0.355
29,seri,0.355
29,çay,0.388
30,beton,0.366
30,sınıf,0.355
31,boru,0.267
31,hat,0.495
32,plak,0.515
32,zemin,0.373
33,dayanım,0.317
33,erken,0.308
33,mikrodalga,0.368
33,numune,0.311
34,denklem,0.332
34,katı,0.399
34,madde,0.34
35,balıkesir,0.269
35,büyütmek,0.25
35,ivme,0.375
35,mikrobölgeleme,0.269
36,deprem,0.337
36,yönetmelik,0.437
37,karakteristik,0.363
37,köprü,0.354
37,ölçüm,0.441
38,kaza,0.499
38,oluşum,0.324
38,trafik,0.307
39,bina,0.377
39,duvar,0.423
39,istinat,0.519
40,dane,0.599
40,ince,0.384
41,kazık,0.578
42,artmak,0.321
42,kalker,0.587
43,hat,0.331
43,konfor,0.395
44,batık,0.416
44,kanal,0.365
45,kar,0.493
45,kaza,0.456
46,bölüm,0.281
46,kalker,0.436
46,sülfat,0.312
47,hareket,0.34
47,köprü,0.402
48,modal,0.383
48,teknik,0.345
49,doğru,0.383
49,viyadük,0.422
50,kontrol,0.557
51,destek,0.368
51,tsk,0.587
52,yapım,0.453
52,çözümlemek,0.604
53,duvar,0.325
53,panel,0.342
53,tuğla,0.317
53,önüretimli,0.342
54,ayak,0.343
54,etraf,0.391
54,oymak,0.363
55,alan,0.386
55,ekolojik,0.297
55,ulaşmak,0.291
56,aralık,0.304
56,regresyon,0.365
56,yöntem,0.318
57,tohum,0.428
57,çimento,0.465
58,kompozit,0.347
58,matriks,0.431
59,maliyet,0.517
60,eksenel,0.245
60,eğri,0.306
60,kolon,0.306
60,öneri,0.242
61,trafik,0.514
62,dağılım,0.264
62,kesit,0.336
62,sıcaklık,0.35
63,parametre,0.372
63,sıkışmak,0.473
64,optimizasyon,0.497
64,süreç,0.31
65,lojistik,0.384
65,taşımak,0.423
66,hasar,0.31
66,kolon,0.431
67,bina,0.415
67,frekans,0.399
68,altyapı,0.343
68,lös,0.554
69,kolon,0.331
69,lp,0.356
69,tdy07,0.356
70,eğmek,0.336
70,kiriş,0.515
71,cm,0.46
71,geogridlerin,0.314
71,pullout,0.314
72,ikame,0.366
72,pomza,0.352
72,zeolit,0.438
73,belirsiz,0.361
73,interval,0.346
73,kafes,0.346
74,kuyu,0.306
74,su,0.265
75,ctpt,0.277
75,ring,0.277
75,taze,0.257
75,çökmek,0.334
76,konsol,0.627
77,benzeşik,0.327
77,deney,0.306
77,numune,0.342
78,integrasyon,0.299
78,kalın,0.406
78,plak,0.381
79,optimal,0.564
79,taşkın,0.324
80,iyon,0.364
80,klor,0.45
81,helisel,0.321
81,merdiven,0.321
81,sahan,0.321
81,çözüm,0.357
82,akarsu,0.284
82,gediz,0.327
82,genetik,0.235
82,havza,0.274
83,deney,0.255
83,genlik,0.316
83,kolon,0.316
83,uyum,0.291
83,yönetmelik,0.264
84,varyans,0.534
85,betonarme,0.303
85,karma,0.269
85,prefabrik,0.242
85,sanayi,0.242
85,türkiye,0.26
86,perde,0.532
87,yeraltısuyu,0.706
88,anakaya,0.37
88,ivme,0.258
89,anlık,0.272
89,karışık,0.272
89,plak,0.227
89,yükünmek,0.252
90,homojen,0.489
90,taşkın,0.449
90,yinelemek,0.372
91,hasar,0.425
91,sınır,0.419
91,tasarım,0.214
92,ampirik,0.426
92,kapasite,0.378
93,baraj,0.395
93,yıkmak,0.398
94,eğik,0.403
94,hesap,0.308
95,eleman,0.34
95,tabaka,0.355
96,elastik,0.361
96,göreli,0.348
96,yapı,0.313
96,ötelemek,0.332
97,akım,0.344
97,çevri,0.508
98,asfaltit,0.551
98,bitüm,0.551
99,hazne,0.736
100,ivme,0.593
100,kayıt,0.361
101,uzunluk,0.34
101,yönetmelik,0.328
101,çapraz,0.297
101,çelik,0.344
102,dk,0.467
102,mk,0.433
103,akım,0.466
103,aylık,0.478
104,eğilmek,0.264
104,kapasite,0.288
104,moment,0.427
104,yardım,0.291
105,dqm,0.373
105,taşkın,0.5
106,duvar,0.434
106,eps,0.486
107,kazık,0.594
108,birleşmek,0.448
108,denklem,0.42
108,ortogonal,0.336
109,karışım,0.319
109,modifiye,0.435
110,bina,0.262
110,gps,0.371
110,periyot,0.325
111,erişmek,0.447
111,seçim,0.36
112,beton,0.278
112,duma,0.316
112,gelişim,0.331
112,silis,0.304
113,baraj,0.284
113,gövde,0.252
113,kaya,0.252
113,kil,0.219
113,malzeme,0.256
113,çekirdek,0.228
114,homojen,0.379
114,kümelemek,0.379
115,boya,0.465
115,donatı,0.356
115,korozyon,0.412
116,boru,0.413
116,darbe,0.331
116,önlem,0.397
117,rüzgâr,0.809
118,ayak,0.468
118,köprü,0.372
119,tank,0.53
120,perde,0.46
121,kapasite,0.368
121,moment,0.391
121,tabla,0.4
122,ağ,0.347
122,ağın,0.244
122,ha,0.244
122,yatırım,0.244
122,şehiriçi,0.244
123,kazık,0.433
123,yanal,0.327
124,kapasite,0.368
124,moment,0.391
124,tabla,0.4
125,boşluk,0.41
125,deprem,0.305
125,döşeme,0.521
126,heyelân,0.695
127,doygun,0.644
128,birleşim,0.579
128,ötelemek,0.344
129,depolamak,0.296
129,tesis,0.514
130,burmak,0.436
130,düzen,0.338
131,batmak,0.314
131,sayısal,0.292
131,sıçramak,0.314
131,türbülans,0.275
132,bina,0.416
132,hasargörebilirlik,0.393
133,modal,0.466
133,parametre,0.32
134,agrega,0.443
134,kompaksiyon,0.272
135,dere,0.339
135,taşkın,0.546
136,yatak,0.405
136,ölçüm,0.45
137,birleşim,0.309
137,devirmek,0.462
137,kesmek,0.329
138,boşalmak,0.452
138,pdd,0.548
139,araç,0.422
139,ağır,0.338
140,can,0.359
140,kural,0.467
141,bazaltik,0.386
142,akıskanlastırıcı,0.38
142,katkı,0.344
143,mm,0.449
143,silindir,0.299
144,beton,0.431
144,kabugu,0.349
145,atık,0.493
145,tekstil,0.516
146,gelistirilen,0.235
146,gelistirilmistir,0.253
146,ysa,0.295
147,asamasında,0.345
147,yol,0.25
148,kül,0.341
148,uçmak,0.349
149,agrega,0.236
149,blok,0.317
149,tüf,0.252
150,beton,0.311
150,kül,0.288
150,uçmak,0.294
151,kür,0.405
151,numune,0.281
151,yaş,0.314
152,mermer,0.326
152,sanat,0.39
153,mermer,0.43
154,ysa,0.358
155,travers,0.748
156,frp,0.436
157,aktarım,0.305
157,ankrajların,0.458
158,harç,0.39
158,polietilen,0.381
159,deprem,0.192
159,fay,0.178
159,silt,0.198
159,sıvı,0.357
159,yük,0.183
160,kabuk,0.594
160,pirinç,0.594
161,beton,0.402
161,öngerilmeli,0.47
162,beton,0.238
162,yol,0.439
162,ülke,0.371
163,hesap,0.461
164,fay,0.332
164,sıvılagma,0.298
165,burmak,0.231
165,deprem,0.237
165,sönümlemek,0.318
165,viskoz,0.231
166,agrega,0.263
166,beto,0.231
166,bilesimindeki,0.302
166,miktar,0.333
167,girişim,0.403
167,su,0.345
167,tuz,0.335
168,conta,0.462
168,ray,0.619
169,bt,0.386
169,mip,0.257
169,yöntem,0.241
170,yalıtım,0.581
171,basınç,0.25
171,beto,0.442
171,dayanım,0.302
172,atık,0.562
172,malzeme,0.378
173,mermer,0.653
173,uşak,0.488
174,kazı,0.668
175,kat,0.599
175,yumuşak,0.459
176,beton,0.282
176,gazbeton,0.356
177,etüt,0.498
177,zemin,0.388
178,faz,0.348
178,reçine,0.348
178,vinilester,0.282
179,cüruf,0.241
179,numune,0.251
179,ses,0.252
179,ultrasonik,0.288
179,yüksek,0.256
180,bina,0.29
180,taban,0.339
180,yalıtım,0.4
181,arazi,0.448
181,nokta,0.471
182,bas,0.268
182,boru,0.403
182,hat,0.374
183,deprem,0.255
183,statik,0.27
183,yapı,0.256
184,kereste,0.433
185,dokumak,0.293
185,kompozit,0.315
185,olusan,0.272
186,beton,0.446
186,vakum,0.337
186,yoğun,0.389
187,minare,0.525
188,eğitim,0.44
189,gurup,0.33
189,kül,0.299
189,kürümek,0.289
189,uçmak,0.306
190,dane,0.331
190,enjeksiyon,0.49
191,kül,0.476
191,uçmak,0.487
192,enerji,0.394
192,yalıtım,0.354
192,ısı,0.565
193,deney,0.249
193,penetrasyon,0.292
193,zemin,0.385
194,asınma,0.587
195,kül,0.507
195,uçmak,0.519
196,anlatı,0.457
197,yapı,0.345
197,yumuşak,0.273
197,zemin,0.295
198,asr,0.416
198,harç,0.356
199,belirlenmistir,0.256
199,dayanım,0.336
199,granit,0.367
